Date;maxO3;heure;T6;T9;T12;T15;T18;Ne6;Ne9;Ne12;Ne15;Ne18;Vdir6;Vvit6;Vdir9;Vvit9;Vdir12;Vvit12;Vdir15;Vvit15;Vdir18;Vvit18;Vx6;Vx9;Vx12;Vx15;maxO3v;;;;;;;;;;;;;;
19970901;62.2;14;12.5;15.2;19.6;20.9;19.4;6;7;7;4;2;0;0;330;3;200;1;360;2;30;3;0;-1.5;-0.342;0;70.6;;;;;;;;;;;;;;
19970902;62.6;17;10.5;16.8;21.5;22.6;20.6;0;1;3;4;1;0;0;180;1;250;4;230;5;240;3;0;0;-3.7588;-3.8302;62.2;;;;;;;;;;;;;;
19970903;65.8;13;12.1;18.3;22.6;23.6;20.4;2;6;6;6;7;170;2;210;5;210;5;220;6;200;4;0.3473;-2.5;-2.5;-3.8567;62.6;;;;;;;;;;;;;;
19970904;52;1;17.9;17;17.1;18.3;18.5;8;8;8;7;6;220;3;20;3;350;5;40;3;30;2;-1.9284;1.0261;-0.8682;1.9284;65.8;;;;;;;;;;;;;;
19970905;57;11;12.4;16;18.6;17.9;17.8;7;7;7;7;4;10;1;10;1;360;3;350;4;10;2;0.1736;0.1736;0;-0.6946;52;;;;;;;;;;;;;;
19970906;69;13;9.4;16.6;19.4;20.6;18.2;1;3;4;4;1;220;1;330;3;330;4;350;4;10;4;-0.6428;-1.5;-2;-0.6946;57;;;;;;;;;;;;;;
19970907;61;14;10;16.3;19.2;20.4;18.2;7;7;7;7;1;0;0;340;3;340;1;320;4;340;4;0;-1.0261;-0.342;-2.5712;69;;;;;;;;;;;;;;
19970908;61;14;11.5;15;19;20.6;18.5;7;7;8;1;1;0;0;290;1;10;3;20;5;10;5;0;-0.9397;0.5209;1.7101;61;;;;;;;;;;;;;;
19970909;60.2;15;10.1;14;17.7;20.7;18.2;7;8;8;2;4;0;0;330;1;40;4;40;6;20;4;0;-0.5;2.5712;3.8567;61;;;;;;;;;;;;;;
19970910;83.8;15;10;16.3;21.4;23.7;21;1;1;1;0;0;80;2;90;5;100;5;90;4;90;3;1.9696;5;4.924;4;60.2;;;;;;;;;;;;;;
19970911;90.4;13;10.4;16.7;22.2;23.9;20.2;4;4;4;3;6;120;2;210;3;270;4;230;5;240;4;1.7321;-1.5;-4;-3.8302;83.8;;;;;;;;;;;;;;
19970912;60.8;1;14.6;16.4;18;18.3;17;7;7;7;7;7;210;3;210;3;220;5;280;6;330;4;-1.5;-1.5;-3.2139;-5.9088;90.4;;;;;;;;;;;;;;
19970913;62.6;15;8.5;14.4;16.8;17.7;15.1;1;2;4;4;1;250;3;320;5;360;8;10;5;20;4;-2.8191;-3.2139;0;0.8682;60.8;;;;;;;;;;;;;;
19970914;74;16;7.6;12.6;17.9;19.7;17.4;7;6;6;1;0;0;0;60;1;80;2;70;2;90;2;0;0.866;1.9696;1.8794;62.6;;;;;;;;;;;;;;
19970915;82;14;6.5;14.9;20.3;21.4;18.8;1;4;4;6;7;140;1;160;2;110;3;80;2;60;2;0.6428;0.684;2.8191;1.9696;74;;;;;;;;;;;;;;
19970916;98.4;15;6.4;15.5;23.1;24.4;21.5;2;5;6;7;5;0;0;170;1;180;4;240;4;230;2;0;0.1736;0;-3.4641;82;;;;;;;;;;;;;;
19970917;115.4;14;8.1;15;24.8;27.4;25.5;5;1;1;1;1;320;1;0;0;160;2;190;3;250;1;-0.6428;0;0.684;-0.5209;98.4;;;;;;;;;;;;;;
19970918;111.4;16;12.9;21.3;28.2;29.7;26.9;1;1;1;1;1;0;0;200;3;210;4;200;4;190;1;0;-1.0261;-2;-1.3681;115.4;;;;;;;;;;;;;;
19970919;129;14;13.1;22.2;28.9;30;26.3;1;1;1;1;3;170;1;140;2;130;3;110;3;70;3;0.1736;1.2856;2.2981;2.8191;111.4;;;;;;;;;;;;;;
19970920;118.6;15;16.9;21.3;25.4;26.2;22.5;2;1;1;1;1;40;2;90;4;90;6;110;6;90;4;1.2856;4;6;5.6382;129;;;;;;;;;;;;;;
19970921;106.6;15;12.6;17.2;23.1;24.9;21.6;6;5;1;3;5;100;2;110;3;120;3;110;1;90;2;1.9696;2.8191;2.5981;0.9397;118.6;;;;;;;;;;;;;;
19970922;111.6;14;14.6;15.7;22.5;25;21.6;7;7;6;1;3;120;2;120;2;140;2;110;2;90;3;1.7321;1.7321;1.2856;1.8794;106.6;;;;;;;;;;;;;;
19970923;128.2;13;11.4;18.4;23.6;25;21.9;2;2;1;1;1;0;0;90;3;70;4;70;5;60;3;0;3;3.7588;4.6985;111.6;;;;;;;;;;;;;;
19970924;121.6;14;9;17.7;24.6;25.8;22;1;1;1;3;5;300;1;90;4;100;5;90;4;70;3;-0.866;4;4.924;4;128.2;;;;;;;;;;;;;;
19970925;118.6;14;9.6;17.4;23.5;27;23;1;1;0;1;1;320;1;100;3;70;3;120;3;70;2;-0.6428;2.9544;2.8191;2.5981;121.6;;;;;;;;;;;;;;
19970926;122.4;14;9.5;15.9;23.4;25.4;20.9;0;0;0;2;2;10;2;20;2;50;2;50;3;20;3;0.3473;0.684;1.5321;2.2981;118.6;;;;;;;;;;;;;;
19970927;139.8;13;8.1;11.6;22.3;24.3;20.3;2;4;6;6;3;300;1;310;2;340;2;340;2;20;4;-0.866;-1.5321;-0.684;-0.684;122.4;;;;;;;;;;;;;;
19970928;132;16;13.9;14.1;19.3;23.5;20.5;9;7;0;1;2;10;2;350;2;20;2;30;1;40;3;0.3473;-0.3473;0.684;0.5;139.8;;;;;;;;;;;;;;
19970929;140.8;15;9.6;13.2;25.9;27.4;23.4;3;6;4;1;5;340;1;340;2;110;1;300;1;60;2;-0.342;-0.684;0.9397;-0.866;132;;;;;;;;;;;;;;
19970930;121.8;13;10.9;13.8;24.3;26.5;22.2;9;3;0;0;1;300;1;330;1;360;1;360;3;30;3;-0.866;-0.5;0;0;140.8;;;;;;;;;;;;;;
19980404;86.4;12;10.2;11.3;13.8;12.1;10.1;7;6;5;6;7;240;8;240;7;240;9;240;7;240;7;-6.9282;-6.0622;-7.7942;-6.0622;90;;;;;;;;;;;;;;
19980405;85.2;14;7;10;13.4;13.6;9.6;3;8;6;5;6;210;4;230;7;230;11;250;7;260;5;-2;-5.3623;-8.4265;-6.5778;86.4;;;;;;;;;;;;;;
19980406;89;14;6.9;9.9;13;13.5;11.7;5;6;6;6;5;210;4;220;5;240;5;250;6;220;6;-2;-3.2139;-4.3301;-5.6382;85.2;;;;;;;;;;;;;;
19980407;89.4;13;6;10.2;14.2;8.9;9.5;6;5;5;7;7;270;1;280;3;270;5;310;4;240;1;-1;-2.9544;-5;-3.0642;89;;;;;;;;;;;;;;
19980408;89.4;13;4;9.2;12.5;12.7;9.6;3;2;4;6;7;260;1;290;1;240;3;140;1;250;5;-0.9848;-0.9397;-2.5981;0.6428;89.4;;;;;;;;;;;;;;
19980409;89.8;14;4.6;6.8;7.5;11.9;8.1;3;6;6;6;5;200;5;240;4;220;2;160;4;360;1;-1.7101;-3.4641;-1.2856;1.3681;89.4;;;;;;;;;;;;;;
19980410;59.8;16;4.8;5.1;5.7;6.5;6.5;8;8;8;8;7;70;3;50;3;350;3;290;4;300;6;2.8191;2.2981;-0.5209;-3.7588;89.8;;;;;;;;;;;;;;
19980411;72.4;11;5.2;5.9;8.1;6.8;6.3;8;8;7;7;7;310;2;340;2;340;7;20;5;10;7;-1.5321;-0.684;-2.3941;1.7101;59.8;;;;;;;;;;;;;;
19980412;85;14;2.4;5.2;6.6;5.7;6;8;4;6;6;5;30;4;310;5;10;5;10;6;330;3;2;-3.8302;0.8682;1.0419;72.4;;;;;;;;;;;;;;
19980415;86.4;20;3.9;5;8.1;8.9;6.8;7;6;5;3;6;330;4;280;4;310;7;310;8;270;7;-2;-3.9392;-5.3623;-6.1284;74.4;;;;;;;;;;;;;;
19980416;80.2;12;4.3;6.5;8.3;11.1;9.9;8;8;8;6;7;150;4;170;8;160;8;210;7;220;3;2;1.3892;2.7362;-3.5;86.4;;;;;;;;;;;;;;
19980417;75.8;11;4.1;6.1;7.8;8.3;8.4;8;8;8;7;6;330;11;340;6;330;10;340;12;330;5;-5.5;-2.0521;-5;-4.1042;80.2;;;;;;;;;;;;;;
19980418;91.2;17;3.9;7.5;9.6;9.1;8.7;3;7;7;7;8;280;4;300;4;340;3;330;4;270;2;-3.9392;-3.4641;-1.0261;-2;75.8;;;;;;;;;;;;;;
19980419;90.8;13;5.7;8.5;10.7;13.1;12.7;8;8;8;7;8;160;2;180;6;180;5;220;5;210;5;0.684;0;0;-3.2139;91.2;;;;;;;;;;;;;;
19980420;94.2;15;7.8;11.7;13.2;13.4;12.6;7;7;7;7;7;240;1;270;3;280;4;250;4;230;3;-0.866;-3;-3.9392;-3.7588;90.8;;;;;;;;;;;;;;
19980421;80.4;2;7.9;13.3;16.7;17.2;16.9;5;5;4;7;7;170;2;180;5;190;5;180;5;150;4;0.3473;0;-0.8682;0;94.2;;;;;;;;;;;;;;
19980422;68.2;19;8.7;13.7;19;19.3;16.6;6;7;5;6;8;0;0;150;2;180;5;170;6;250;5;0;1;0;1.0419;80.4;;;;;;;;;;;;;;
19980423;71;19;9.9;12.6;12;15;14.1;3;8;8;6;1;190;4;210;7;200;9;240;6;280;6;-0.6946;-3.5;-3.0782;-5.1962;68.2;;;;;;;;;;;;;;
19980424;86.2;14;9.7;13.3;14.2;15.1;14;8;8;8;8;3;200;3;230;5;230;6;240;7;240;4;-1.0261;-3.8302;-4.5963;-6.0622;71;;;;;;;;;;;;;;
19980425;94.8;13;12.4;13.3;12.9;12.4;11;8;8;8;8;7;210;5;220;6;210;6;270;6;230;3;-2.5;-3.8567;-3;-6;86.2;;;;;;;;;;;;;;
19980426;86.8;17;9;12.1;11.9;13.5;13.1;8;7;7;6;6;210;2;220;5;210;4;190;3;300;5;-1;-3.2139;-2;-0.5209;94.8;;;;;;;;;;;;;;
19980427;85.6;17;5.3;11.1;13.6;11.7;11.4;2;6;6;7;7;220;1;310;3;300;2;300;6;320;4;-0.6428;-2.2981;-1.7321;-5.1962;86.8;;;;;;;;;;;;;;
19980428;84.6;23;5.6;12.1;14.5;14.7;13.2;1;5;6;6;7;210;2;230;4;200;5;200;5;230;5;-1;-3.0642;-1.7101;-1.7101;85.6;;;;;;;;;;;;;;
19980502;79.4;22;9.2;9.8;12.7;11.6;10.5;8;8;7;8;8;350;1;30;3;30;4;360;6;20;5;-0.1736;1.5;2;0;79.6;;;;;;;;;;;;;;
19980503;84;17;7.1;10.8;11;11.8;10.6;3;6;8;7;6;10;3;40;7;30;7;30;9;30;9;0.5209;4.4995;3.5;4.5;79.4;;;;;;;;;;;;;;
19980504;106.6;18;7.3;10.2;13;14.3;12.8;1;1;3;3;2;20;3;20;6;30;7;20;7;360;6;1.0261;2.0521;3.5;2.3941;84;;;;;;;;;;;;;;
19980505;96;14;8.3;13.1;15.6;17.8;16.1;7;4;2;3;7;290;1;330;6;320;5;310;4;300;5;-0.9397;-3;-3.2139;-3.0642;106.6;;;;;;;;;;;;;;
19980506;74.2;0;10.9;13.1;14.3;14.2;13.8;8;8;7;7;8;230;4;240;6;250;6;250;5;230;6;-3.0642;-5.1962;-5.6382;-4.6985;96;;;;;;;;;;;;;;
19980507;105;16;11.6;13.7;17.6;19.6;19.1;7;6;4;2;0;190;3;220;5;210;5;220;6;210;3;-0.5209;-3.2139;-2.5;-3.8567;74.2;;;;;;;;;;;;;;
19980508;115.4;15;12;17.9;23.8;24.3;23.1;6;5;5;7;4;120;2;140;3;140;4;180;6;170;3;1.7321;1.9284;2.5712;0;105;;;;;;;;;;;;;;
19980509;106.4;14;13.3;15.2;19.8;21.3;17.3;6;6;5;7;1;220;4;0;0;310;2;360;3;30;5;-2.5712;0;-1.5321;0;115.4;;;;;;;;;;;;;;
19980510;109.8;16;11.6;19.6;24.2;26.5;24.7;6;3;5;6;7;310;1;120;2;60;3;130;5;170;3;-0.766;1.7321;2.5981;3.8302;106.4;;;;;;;;;;;;;;
19980511;121.8;15;16.4;22.6;26;28;24.5;6;3;2;1;6;350;1;250;1;170;4;170;3;230;5;-0.1736;-0.9397;0.6946;0.5209;109.8;;;;;;;;;;;;;;
19980512;115.4;14;15.3;21;25.1;26.2;22.3;3;3;2;6;5;240;1;260;1;300;2;300;1;20;4;-0.866;-0.9848;-1.7321;-0.866;121.8;;;;;;;;;;;;;;
19980513;108.8;13;13.2;18.6;24.9;22.3;21.7;3;4;6;7;4;320;2;30;2;310;1;20;3;10;3;-1.2856;1;-0.766;1.0261;115.4;;;;;;;;;;;;;;
19980514;120;17;12.7;15.4;21.3;24;22.6;9;6;0;0;2;360;3;330;3;30;4;350;5;360;4;0;-1.5;2;-0.8682;108.8;;;;;;;;;;;;;;
19980515;133.8;13;15.1;19.1;25.5;25.9;22.5;1;3;0;1;1;70;3;340;3;350;3;340;6;340;4;2.8191;-1.0261;-0.5209;-2.0521;120;;;;;;;;;;;;;;
19980516;144.4;17;11.2;18.6;24.4;25.5;24;2;0;0;1;0;300;2;340;3;40;4;10;5;10;5;-1.7321;-1.0261;2.5712;0.8682;133.8;;;;;;;;;;;;;;
19980517;142.8;15;11.3;17.2;23.7;24.1;21.1;0;1;1;2;3;360;3;50;2;80;4;70;4;20;3;0;1.5321;3.9392;3.7588;144.4;;;;;;;;;;;;;;
19980518;116.2;21;12;21.4;24.9;25.8;24.5;0;1;2;2;2;340;1;100;3;90;5;110;4;80;5;-0.342;2.9544;5;3.7588;142.8;;;;;;;;;;;;;;
19980519;136.6;18;11.9;22.3;25.3;25.1;23.2;0;0;3;3;2;300;1;80;4;90;6;60;5;40;6;-0.866;3.9392;6;4.3301;116.2;;;;;;;;;;;;;;
19980520;145.8;13;11.6;18.9;23;23.4;22.9;0;1;5;5;5;300;2;20;3;30;5;30;6;30;6;-1.7321;1.0261;2.5;3;136.6;;;;;;;;;;;;;;
19980521;117.6;10;12;19.5;23.5;22.8;20;1;1;1;2;6;260;1;330;3;10;7;360;7;350;5;-0.9848;-1.5;1.2155;0;145.8;;;;;;;;;;;;;;
19980522;96.8;19;11.5;14.8;17.2;18.5;16.9;3;3;3;4;4;40;3;60;6;40;6;40;8;40;7;1.9284;5.1962;3.8567;5.1423;117.6;;;;;;;;;;;;;;
19980523;107;17;10.1;15.4;18.2;18.9;17.2;4;2;5;5;4;40;2;30;5;40;6;30;5;20;6;1.2856;2.5;3.8567;2.5;96.8;;;;;;;;;;;;;;
19980524;92.8;18;12.4;16;17;18.2;17.3;7;4;7;5;1;320;3;10;5;360;7;350;5;10;6;-1.9284;0.8682;0;-0.8682;107;;;;;;;;;;;;;;
19980525;80.8;12;9.5;13.3;17.5;18.1;17.1;8;8;6;7;7;280;1;300;3;290;2;320;3;310;3;-0.9848;-2.5981;-1.8794;-1.9284;92.8;;;;;;;;;;;;;;
19980526;81.4;12;11.4;14.4;18.4;16.8;14;5;8;7;7;7;260;2;280;3;270;4;320;1;340;4;-1.9696;-2.9544;-4;-0.6428;80.8;;;;;;;;;;;;;;
19980527;80;13;10.7;15;15.9;14.6;14.2;3;5;6;7;7;0;0;260;2;310;2;180;4;30;4;0;-1.9696;-1.5321;0;81.4;;;;;;;;;;;;;;
19980528;86.8;15;10.1;14;18;17;13.2;4;6;6;5;7;260;1;290;1;290;1;270;4;300;3;-0.9848;-0.9397;-0.9397;-4;80;;;;;;;;;;;;;;
19980529;92.2;15;8.6;14.9;14.1;18.3;14.9;3;6;7;7;7;180;2;170;5;270;4;200;4;180;1;0;0.8682;-4;-1.3681;86.8;;;;;;;;;;;;;;
19980530;85;20;13.8;17.1;17;17.2;15;7;7;8;7;7;90;6;140;5;160;3;140;6;190;6;6;3.2139;1.0261;3.8567;92.2;;;;;;;;;;;;;;
19980531;87.2;14;10.7;16.3;18;17;16.9;2;6;6;6;3;140;1;190;5;200;6;230;5;220;6;0.6428;-0.8682;-2.0521;-3.8302;85;;;;;;;;;;;;;;
19980601;60.4;13;11.1;12.5;14.8;16.6;19.8;8;8;7;7;7;130;2;80;4;120;5;130;3;160;3;1.5321;3.9392;4.3301;2.2981;87.2;;;;;;;;;;;;;;
19980602;88.6;14;14.7;16.5;18.7;19.6;17.2;7;6;5;3;6;240;4;230;5;240;5;250;8;220;7;-3.4641;-3.8302;-4.3301;-7.5175;60.4;;;;;;;;;;;;;;
19980603;95.4;15;14.3;16.6;18.7;19.2;18.7;2;6;5;6;5;210;4;230;7;240;8;250;7;240;5;-2;-5.3623;-6.9282;-6.5778;88.6;;;;;;;;;;;;;;
19980604;101.4;15;11.3;17.8;21.2;22.8;21.7;5;4;6;7;7;0;0;90;2;110;2;100;3;90;3;0;2;1.8794;2.9544;95.4;;;;;;;;;;;;;;
19980605;79.6;18;15.7;17.6;20.8;21.1;22.7;8;8;8;8;2;140;1;120;3;110;2;100;2;120;2;0.6428;2.5981;1.8794;1.9696;101.4;;;;;;;;;;;;;;
19980606;99;14;15.9;18.2;20.8;22.8;19.2;7;6;6;5;8;250;2;300;3;240;5;240;5;240;6;-1.8794;-2.5981;-4.3301;-4.3301;79.6;;;;;;;;;;;;;;
19980607;84.6;15;12.9;17.1;18.8;19.5;18.1;6;7;6;5;7;240;4;240;6;250;7;260;6;250;5;-3.4641;-5.1962;-6.5778;-5.9088;99;;;;;;;;;;;;;;
19980608;79.8;11;14.2;18.2;18.8;18.3;15.7;6;6;8;8;8;250;3;240;6;220;7;220;8;210;6;-2.8191;-5.1962;-4.4995;-5.1423;84.6;;;;;;;;;;;;;;
19980609;63;0;16.4;17.4;20.4;16.6;16.1;8;8;7;8;8;220;7;230;7;230;8;220;6;220;5;-4.4995;-5.3623;-6.1284;-3.8567;79.8;;;;;;;;;;;;;;
19980610;69.2;13;13.4;17;18.4;17.9;16.2;1;4;5;6;6;240;3;250;7;230;8;250;7;250;6;-2.5981;-6.5778;-6.1284;-6.5778;63;;;;;;;;;;;;;;
19980611;66.2;11;10.8;12.9;11.9;11.9;10.4;6;5;6;7;8;300;5;320;8;330;10;330;9;320;6;-4.3301;-5.1423;-5;-4.5;69.2;;;;;;;;;;;;;;
19980612;67.4;13;9.4;13.6;15.2;15.6;13.2;1;7;7;7;8;280;2;310;3;300;7;360;5;240;3;-1.9696;-2.2981;-6.0622;0;66.2;;;;;;;;;;;;;;
19980613;67.4;17;11.5;12.9;14.9;19.1;16.8;8;8;8;7;7;180;4;190;7;200;8;270;7;290;5;0;-1.2155;-2.7362;-7;67.4;;;;;;;;;;;;;;
19980614;70.2;14;12.3;15.2;17.3;16.4;14.9;7;7;7;7;7;240;3;280;4;260;5;260;7;260;3;-2.5981;-3.9392;-4.924;-6.8937;67.4;;;;;;;;;;;;;;
19980615;85.8;15;12.6;14;15;17;16.6;8;8;7;3;2;300;4;310;4;310;7;350;7;340;6;-3.4641;-3.0642;-5.3623;-1.2155;70.2;;;;;;;;;;;;;;
19980616;84.6;15;9.4;14.8;18.3;19.1;18.2;2;3;4;5;2;260;1;290;2;270;3;320;3;10;4;-0.9848;-1.8794;-3;-1.9284;85.8;;;;;;;;;;;;;;
19980617;104;16;9.8;15.7;19.6;21.2;20.6;7;6;6;6;3;300;1;180;1;270;3;250;3;250;4;-0.866;0;-3;-2.8191;84.6;;;;;;;;;;;;;;
19980618;91.4;14;13.3;17.3;21.2;23.8;23.7;7;5;4;2;5;250;1;290;3;250;3;240;3;320;1;-0.9397;-2.8191;-2.8191;-2.5981;104;;;;;;;;;;;;;;
19980619;115.2;17;14.8;22.9;27.3;29.7;29.5;5;5;5;6;6;120;3;150;4;150;4;170;4;150;4;2.5981;2;2;0.6946;91.4;;;;;;;;;;;;;;
19980620;151.2;16;18.8;26;32.7;35.1;31.2;7;5;5;5;4;130;2;130;4;160;6;200;7;220;3;1.5321;3.0642;2.0521;-2.3941;115.2;;;;;;;;;;;;;;
19980621;106.8;1;16.9;17.6;20.3;21.3;20.7;8;8;7;6;7;290;2;40;3;320;1;10;4;20;2;-1.8794;1.9284;-0.6428;0.6946;151.2;;;;;;;;;;;;;;
19980622;85.6;15;13.8;17.6;20.8;22.1;19.2;5;5;6;6;5;220;1;300;2;290;3;310;2;10;5;-0.6428;-1.7321;-2.8191;-1.5321;106.8;;;;;;;;;;;;;;
19980623;92.6;14;12.4;18.4;21.8;24.1;22.8;4;5;5;5;6;0;0;270;2;280;2;240;2;280;3;0;-2;-1.9696;-1.7321;85.6;;;;;;;;;;;;;;
19980624;88.4;13;14.2;19.2;23.2;23.9;20.7;1;1;4;4;7;240;1;250;3;210;4;260;5;250;5;-0.866;-2.8191;-2;-4.924;92.6;;;;;;;;;;;;;;
19980625;72.6;19;13.9;17.4;20.3;20.7;19.9;2;4;6;6;6;250;2;300;3;260;4;260;6;270;5;-1.8794;-2.5981;-3.9392;-5.9088;88.4;;;;;;;;;;;;;;
19980626;69.2;11;13.6;19.1;19.7;20.3;18.7;5;6;7;7;7;220;3;230;6;230;6;240;6;230;6;-1.9284;-4.5963;-4.5963;-5.1962;72.6;;;;;;;;;;;;;;
19980627;65.8;17;16;17.5;16.1;19.2;19.5;7;8;8;6;2;220;7;220;8;230;4;250;6;260;5;-4.4995;-5.1423;-3.0642;-5.6382;69.2;;;;;;;;;;;;;;
19980628;68.4;15;12.1;17.2;18.7;20.5;19.2;1;5;6;6;7;270;1;260;4;260;4;270;4;270;4;-1;-3.9392;-3.9392;-4;65.8;;;;;;;;;;;;;;
19980629;58.4;11;12.2;15.5;17.3;18.3;17.7;7;7;8;8;8;250;1;280;2;310;4;280;4;300;3;-0.9397;-1.9696;-3.0642;-3.9392;68.4;;;;;;;;;;;;;;
19980630;40.2;3;14.5;16.6;19.6;21.1;18.9;8;8;8;7;7;210;3;230;4;240;4;250;4;20;2;-1.5;-3.0642;-3.4641;-3.7588;58.4;;;;;;;;;;;;;;
19980701;83.8;19;15;18.9;19.8;20.3;20.4;8;8;8;8;7;50;2;70;4;80;5;80;7;70;6;1.5321;3.7588;4.924;6.8937;40.2;;;;;;;;;;;;;;
19980702;66.8;20;14.8;14;16;16.3;16;8;8;8;8;8;70;3;70;4;70;5;70;5;70;4;2.8191;3.7588;4.6985;4.6985;83.8;;;;;;;;;;;;;;
19980703;89.4;20;14.5;15.9;17.8;18.4;17.8;7;6;7;6;5;30;5;30;5;20;6;20;5;350;5;2.5;2.5;2.0521;1.7101;66.8;;;;;;;;;;;;;;
19980704;81.6;13;12.4;16.1;18.6;20.2;18.2;8;7;8;4;5;290;1;340;3;330;3;330;4;10;6;-0.9397;-1.0261;-1.5;-2;89.4;;;;;;;;;;;;;;
19980705;58.6;13;10.7;13.9;17.1;18.4;18.6;6;8;8;8;7;290;1;270;3;290;3;320;3;340;2;-0.9397;-3;-2.8191;-1.9284;81.6;;;;;;;;;;;;;;
19980706;42.8;23;14.1;15.6;16.9;18;17.3;8;7;7;7;8;320;3;300;1;280;2;340;3;350;2;-1.9284;-0.866;-1.9696;-1.0261;58.6;;;;;;;;;;;;;;
19980707;79;17;14.6;15.4;17.7;20;19.6;8;8;8;6;1;310;1;0;0;30;2;330;7;350;5;-0.766;0;1;-3.5;42.8;;;;;;;;;;;;;;
19980708;73.6;13;12.5;16.1;18.9;19.8;18.9;2;6;5;5;4;320;2;340;6;350;5;340;6;350;4;-1.2856;-2.0521;-0.8682;-2.0521;79;;;;;;;;;;;;;;
19980709;56.4;15;13.2;17.3;18.9;19.3;18.4;8;6;8;8;8;230;3;230;4;270;4;250;5;250;3;-2.2981;-3.0642;-4;-4.6985;73.6;;;;;;;;;;;;;;
19980710;65.8;15;15.8;17.1;19.1;19.7;19.5;7;7;7;7;8;270;3;280;4;260;4;270;4;270;4;-3;-3.9392;-3.9392;-4;56.4;;;;;;;;;;;;;;
19980711;79;15;15.7;17.9;21.3;21.4;18.1;7;6;6;7;8;300;5;280;4;240;5;240;7;240;6;-4.3301;-3.9392;-4.3301;-6.0622;65.8;;;;;;;;;;;;;;
19980712;37;0;16.4;19.1;21.3;20;19.2;8;7;7;7;7;250;6;250;6;240;9;240;9;230;8;-5.6382;-5.6382;-7.7942;-7.7942;79;;;;;;;;;;;;;;
19980713;65.4;11;14;16.3;18.9;19.9;19;8;4;4;4;1;300;3;320;6;330;6;340;6;340;5;-2.5981;-3.8567;-3;-2.0521;37;;;;;;;;;;;;;;
19980714;67.2;15;11.2;17;19.1;20.5;18.5;0;4;5;5;2;270;2;330;5;340;5;340;4;20;6;-2;-2.5;-1.7101;-1.3681;65.4;;;;;;;;;;;;;;
19980715;57;19;12.7;16.9;17.4;18.2;17.3;6;7;8;8;7;280;3;250;4;260;3;270;3;270;3;-2.9544;-3.7588;-2.9544;-3;67.2;;;;;;;;;;;;;;
19980716;50.4;0;16.1;18.7;19.7;19.3;20.5;8;7;7;7;7;240;4;260;6;260;5;260;5;270;4;-3.4641;-5.9088;-4.924;-4.924;57;;;;;;;;;;;;;;
19980717;78;16;15.6;18.4;21.1;21.9;21;8;7;5;4;4;220;5;240;5;270;6;260;5;250;5;-3.2139;-4.3301;-6;-4.924;50.4;;;;;;;;;;;;;;
19980718;64;14;12.7;17.9;19.6;20.8;21.1;4;7;7;7;6;270;2;260;3;290;3;290;3;330;1;-2;-2.9544;-2.8191;-2.8191;78;;;;;;;;;;;;;;
19980719;91.6;15;13.9;21.7;26.1;26.3;24.2;3;5;6;5;6;130;2;160;4;220;4;240;5;240;5;1.5321;1.3681;-2.5712;-4.3301;64;;;;;;;;;;;;;;
19980720;72.8;15;14.5;18.6;24.5;25.7;22.2;3;5;2;7;8;200;1;220;3;240;2;240;2;240;3;-0.342;-1.9284;-1.7321;-1.7321;91.6;;;;;;;;;;;;;;
19980721;76.4;16;14.3;18.6;20.3;21.7;20.5;1;5;5;4;1;240;2;250;6;220;8;250;7;260;6;-1.7321;-5.6382;-5.1423;-6.5778;72.8;;;;;;;;;;;;;;
19980722;76.2;14;13.3;19.8;21.6;21.7;17.9;4;6;8;8;8;170;2;200;6;210;6;210;7;190;6;0.3473;-2.0521;-3;-3.5;76.4;;;;;;;;;;;;;;
19980723;55.2;22;15.7;16.8;17.7;18;16.3;8;8;8;8;8;240;3;240;3;210;2;350;1;30;3;-2.5981;-2.5981;-1;-0.1736;76.2;;;;;;;;;;;;;;
19980724;79.2;18;11.4;17.5;21.1;21.9;20.8;2;5;3;4;2;320;2;20;3;40;4;20;4;20;6;-1.2856;1.0261;2.5712;1.3681;55.2;;;;;;;;;;;;;;
19980725;110;16;10.7;19.3;22.8;23.5;21.7;1;4;6;5;4;0;0;90;2;80;3;350;3;20;4;0;2;2.9544;-0.5209;79.2;;;;;;;;;;;;;;
19980726;121.6;18;12.2;17;20;23.5;24.3;7;8;8;3;1;320;1;110;1;300;1;50;2;350;1;-0.6428;0.9397;-0.866;1.5321;110;;;;;;;;;;;;;;
19980727;69.4;0;14.8;18.3;19.1;20.7;20.3;7;6;8;7;2;240;1;330;5;340;5;310;5;340;5;-0.866;-2.5;-1.7101;-3.8302;121.6;;;;;;;;;;;;;;
19980728;49;23;15;15.7;17.1;20.6;19.4;7;8;8;7;7;220;3;220;6;220;7;280;5;300;5;-1.9284;-3.8567;-4.4995;-4.924;69.4;;;;;;;;;;;;;;
19980729;59;13;15.1;18.3;18.4;19.1;20.4;8;7;8;8;7;250;3;250;5;240;8;240;7;240;4;-2.8191;-4.6985;-6.9282;-6.0622;49;;;;;;;;;;;;;;
19980730;56.2;15;13.4;17.7;20.2;21.5;20.1;1;5;7;7;5;250;3;290;6;290;6;280;5;330;4;-2.8191;-5.6382;-5.6382;-4.924;59;;;;;;;;;;;;;;
19980731;57.2;20;12.1;17.4;20;19.7;18.8;2;5;6;7;7;250;2;290;2;320;2;10;4;10;3;-1.8794;-1.8794;-1.2856;0.6946;56.2;;;;;;;;;;;;;;
