"abies";"acer";"alnusfru";"alnusund";"apiaceae";"artemisia";"asterund";"betunana";"betula";"brassicaceae";"carpinus";"chenopodiaceae";"corylus";"cyperaceae";"ephedra";"ericaceae";"fagus";"fraxinus";"juniperus";"larix";"olea";"picea";"pinushap";"pinus";"plantago";"poaceae";"quercusever";"quercusdec";"salix";"tilia";"ulmus";"gdd5";"mtco";"pann";"e_pe";"tann";"mtwa";"long";"lati";"alti";"biome"
"r211";0;0;0;0.43;0.43;42.92;5.15;0;14.16;0;0;11.16;0;1.72;0.86;0;0;0;0;0;0;0;0;10.73;0;12.02;0;0;0.43;0;0;1658.722;-13.527;369.7;58.841;3.653;19.677;73.2;51.58;450;"COST"
"r212";0;0;0;0;1.09;23.27;8.36;0;29.45;0.73;0;20.73;0;0.36;0;0;0;0;0;0;0;0;0;14.55;0;1.09;0;0;0.36;0;0;1251.339;-15.756;402.206;75.268;1.245;17.805;67.83;54.2;150;"COMX"
"r213";0;0;0;0;0;42.9;4.83;0;19.03;1.61;0;18.77;0;0;0.8;0;0;0;0;0;0;0;0;6.7;0;3.22;0;0;2.14;0;0;1335.684;-15.279;385.721;71.376;1.714;18.171;69.67;54.2;140;"COST"
"r214";0;0;0;0;0;31.58;9.91;0;18.89;0.93;0;12.38;0;2.17;0.93;0;0;0;0;0;0;0;0;9.6;0;12.38;0;0;1.24;0;0;1360.733;-14.702;391.674;71.708;2.017;18.229;67;53.88;160;"COST"
"r215";0;0;0;0.42;2.12;23.31;3.81;0;21.61;0;0;21.19;0;0;0;0;0;0;0;0;0;0;0;13.14;0.42;13.98;0;0;0;0;0;1380.181;-14.483;388.137;70.854;2.163;18.298;66.77;53.78;160;"COMX"
"r216";0;0;0;0;1.05;28.95;5.79;0;2.63;3.16;0;40;0;0;0.53;0;0;0;0;0;0;0;0;10.53;3.68;3.68;0;0;0;0;0;1276.605;-15.504;398.74;74.123;1.433;17.915;67.45;53.75;150;"WAST"
"r217";0;0;0;0.97;0;29.95;9.66;0;17.39;0.48;0;11.11;0;2.42;0.48;0;0;0;0;0;0;0;0;2.42;0;25.12;0;0;0;0;0;1519.655;-13.559;271.518;45.888;3.123;19.05;69.38;53.33;240;"COST"
"r218";0;0;0;0;0;58.12;5.76;0;10.47;0;0;19.37;0;0;0;0;0;0;0;0;0;0;0;1.05;0;4.71;0;0;0.52;0;0;1665.403;-12.892;354.468;57.684;3.877;19.641;71;52;370;"COST"
"r219";0.35;0;0;1.05;0;38.11;0.7;0;19.93;0.7;0;20.63;0.35;1.4;0.35;0;0;0;0;0;0;0;0;6.29;0.7;9.09;0;0;0.35;0;0;1663.588;-12.907;353.774;57.36;3.86;19.628;71;51.67;370;"COMX"
"r220";0;0;0;0.37;0;28.21;3.3;0;2.2;0;0;25.27;0;0;0;0;0;0;0;0;0;0;0;2.2;0;38.46;0;0;0;0;0;1635.772;-13.294;362.803;60.297;3.595;19.498;71.5;51.17;350;"WAST"
"r221";0;0;0;0;1.8;62.61;1.8;0;4.5;0.45;0;5.86;0;0.45;0;0;0;0;0;0;0;0;0;0;0;22.52;0;0;0;0;0;1658.13;-12.359;334.593;55.681;3.939;19.45;67.23;51.2;260;"WAST"
"r222";0;0;0;0.3;0;21.39;12.05;0;1.51;0.3;0;51.51;0;0.6;0.6;0;0;0;0;0;0;0;0;0.3;0;11.14;0;0;0.3;0;0;1773.283;-12.472;352.195;55.604;4.373;19.993;72.88;50.08;500;"WAST"
"r223";0;0;0;0;0.36;55.27;5.09;0;9.09;0;0;13.45;0;0;1.82;0;0;0;0;0;0;0;0;7.27;0;7.27;0;0;0.36;0;0;1566.511;-12.87;352.949;60.653;3.434;19.065;66.22;52;220;"COST"
"r224";0;0;0;0;0;55.56;6.25;0;3.47;0;0;30.56;0;0;0;0;0;0;0;0;0;0;0;1.39;0;2.78;0;0;0;0;0;1716.37;-12.015;333.83;54.635;4.248;19.662;67.92;50.58;280;"COST"
"r225";0;0;0;0;0;29.09;2.73;0;9.09;0.91;0;11.36;0;0.91;0;0;0;0;0;0;0;0;0;2.27;0;43.64;0;0;0;0;0;1476.265;-15.319;410.083;69.906;2.273;18.929;75.08;51.08;300;"COST"
"r226";0;0;0;0;0.42;45;0.83;0;2.5;0;0;38.33;0;0;0.83;0;0;0;0;0;0;0;0;0.42;0;9.17;0;0;2.08;0.42;0;1914.975;-11.14;305.933;47.391;5.342;20.433;72.88;49.17;650;"COST"
"r227";0;0;0;0;0;35.43;1.79;0;4.48;0;0;18.83;0;0;3.59;0;0;0;0;0;0;0;0;1.79;0;33.18;0;0;0.9;0;0;1574.28;-14.884;370.801;59.747;2.855;19.444;80.33;49.83;400;"HODE"
"r228";0;0;0;0.81;2.02;52.63;3.64;0;2.02;0.4;0;17.41;0;0;0;0;0;0;0;0;0;0;0;0.81;0;19.43;0;0;0;0.81;0;1842.148;-8.724;263.614;37.965;6.143;20.185;57.2;50.25;250;"WAST"
"r229";0;0;0;0;0.96;62.06;0.96;0;0.64;0;0;33.12;0;0;0;0;0;0;0;0;0;0;0;0;0;1.93;0;0;0;0.32;0;1725.28;-12.097;331.732;53.149;4.304;19.771;69;50.67;330;"WAST"
"r230";0;0;0;0.47;0.47;62.91;2.82;0;3.29;0;0;23;0;0;1.88;0;0;0;0;0;0;0;0;0.47;0;4.69;0;0;0;0;0;1665.541;-12.659;338.767;54.807;3.921;19.59;69.67;50.67;320;"COST"
"r231";0;0;0;0.32;0;52.38;0.95;0;2.86;0;0;37.46;0;0;0.95;0;0;0;0;0;0;0;0;3.17;0;1.9;0;0;0;0;0;1688.849;-12.572;337.453;56.3;3.991;19.621;69.92;50.22;330;"COST"
"r232";0;0;0;0;1.06;22.54;3.17;0;4.58;1.06;0;63.73;0;0;0.7;0;0;0;0;0;0;0;0;1.06;0;2.11;0;0;0;0;0;1747.036;-12.589;338.758;54.86;4.267;19.939;72.22;50.83;470;"HODE"
"r233";0.37;0;0;0;0;67.04;1.85;0;1.85;0;0;25.19;0;0;0.74;0;0;0;0;0;0;0;0;0.74;0;2.22;0;0;0;0;0;1638.082;-14.285;366.367;55.189;3.289;19.526;80.43;47.92;650;"WAST"
"r234";0;0;0;0;0;13.57;0.45;0;0.9;0.45;0;77.38;0;0;0.45;0;0;0;0;0;0;0;0;0.9;0;4.98;0;0.45;0;0.45;0;1859.359;-9.178;290.3;42.607;6.009;20.232;57.92;50.28;430;"HODE"
"r235";0;0;0;0;0;54.35;0.54;0;1.09;0;0;41.3;0;0;0.54;0;0;0;0;0;0;0;0;1.63;0;0.54;0;0;0;0;0;1933.522;-10.926;334.575;53.3;5.338;20.389;71.67;48.67;480;"WAST"
"r236";0;0;0;0;0;78.4;0.31;0;1.23;0;0;16.98;0;0;1.85;0;0;0;0;0;0;0;0;1.23;0;0;0;0;0;0;0;2058.238;-9.771;347.608;49.252;6.214;20.757;72.83;48.25;700;"WAST"
"r237";0;0;0;0.48;0;90.91;1.91;0;0.48;0;0;6.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2311.882;-6.991;268.986;39.808;7.815;21.481;66.05;47.83;370;"WAST"
"r238";0;0;0;0.49;0;58.25;0.49;0;1.46;0.49;0;22.33;0;0;0.49;0;0;0;0;0;0;0;0;0.97;0;15.05;0;0;0;0;0;1972.602;-10.408;325.508;52.084;5.593;20.477;70;48.38;400;"WAST"
"r239";0;0;0;0;0;74.07;0.74;0;5.19;0;0;18.52;0;0;0;0;0;0;0;0;0;0;0;0.74;0;0.74;0;0;0;0;0;2020.457;-10.138;354.009;47.984;5.995;20.617;74.05;47.98;800;"COST"
"r240";0;0;0;0;0;43.93;1.97;0;0.98;0;0;51.8;0;0;0.33;0;0;0;0;0;0;0;0;0.33;0;0.66;0;0;0;0;0;2473.839;-5.729;263.541;36.282;8.767;21.951;66.75;47.83;500;"HODE"
"r241";0;0;0;0;0;63.12;1.04;0;1.3;0.26;0;31.43;0;0;1.04;0;0;0;0;0;0;0;0;0.78;0;1.04;0;0;0;0;0;1724.421;-13.375;381.188;58.946;3.812;19.743;77.5;47;550;"WAST"
"r242";0;0;0;0;0;51.13;0.75;0;1.5;0;0;45.11;0;0;1.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1856.212;-12.063;381.069;60.89;4.575;20.108;73.8;46.37;350;"HODE"
"r243";0;0;0;0.38;0;56.71;2.3;0;0.38;0;0;37.55;0;0;0;0;0;0;0;0;0;0;0;0.77;0;1.92;0;0;0;0;0;2163.878;-8.472;300.365;46.649;6.81;21.005;67.67;47.8;350;"WAST"
"r244";0;0;0;0.46;0;88.53;0;0;0.46;0;0;7.8;0;0;2.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2957.44;0.136;245.419;27.2;12.054;23.256;50.33;44.5;50;"WAST"
"r245";0;0;0;0;0.91;65.3;0;0;0.91;0.91;0;29.22;0;0;0.46;0;0;0;0;0;0;0;0;1.37;0;0.91;0;0;0;0;0;1499.866;-15.303;408.786;66.995;2.456;19.111;78.95;46.25;450;"WAST"
"r246";0;0;0;0.46;0;24.88;0.46;0;0;0.46;0;68.66;0;0.46;0.46;0;0;0;0;0;0;0;0;0;0;4.15;0;0;0;0;0;1998.002;-10.939;363.383;56.885;5.397;20.568;73.67;45.42;350;"HODE"
"r247";0;0;0;0;0;5.99;0.6;0;0.6;0;0;91.02;0;0.6;0;0;0;0;0;0;0;0;0;0.6;0;0.6;0;0;0;0;0;2393.725;-3.484;295.471;35.85;9.334;21.666;52.17;47.17;-20;"HODE"
"r248";0;0;0;0;0;8.81;0.44;0;0;0.44;0;87.67;0;0.44;0;0;0;0;0;0;0;0;0;0;0;0.44;0;0;1.76;0;0;2380.94;-3.541;288.373;35.103;9.295;21.647;52.08;47.33;-20;"HODE"
"r249";0;0;0;1.89;1.89;20.75;5.66;0;1.89;0;0;60.38;0;0;0;0;0;0;0;0;0;0;0;1.89;0;5.66;0;0;0;0;0;2545.177;-6.278;286.577;39.659;8.63;22.238;69.92;43.75;330;"WAST"
"r250";0.37;0;0;0.37;1.11;82.66;3.32;0;0;0.37;0;9.23;0;0;1.11;0;0;0;0;0;0;0;0;0.37;0;1.11;0;0;0;0;0;2557.749;-3.926;316.059;29.512;10.115;22.442;70.92;42.73;950;"WAST"
"r251";0;0.4;0;0;2.42;48.79;10.48;0;0.81;0;0;27.82;0;2.42;1.21;0;0;0;0;0;0;0;0;0;3.23;2.42;0;0;0;0;0;2440.765;-5.791;307.805;33.955;9.031;22.33;71.25;42.83;650;"WAST"
"r252";0;0;0;0;0;78.87;7.39;0;0;1.06;0;8.45;0;0.35;0.35;0;0;0;0;0;0;0;0;0.35;0;3.17;0;0;0;0;0;2100.146;-9.734;482.476;62.966;6.366;21.078;76.33;43.6;600;"WAST"
"r253";0;0;0;0;0.46;13.7;15.98;0;0;1.37;0;65.3;0;0;0.46;0;0;0;0;0;0;0.46;0;0;0;2.28;0;0;0;0;0;2117.083;-8.962;580.513;69.904;6.879;21.291;76.83;43.35;700;"HODE"
"r254";30.5;0;0;0;0;6.38;21.28;0;2.13;2.13;0;2.13;0;0;6.38;0;0;0;0;5.67;0;1.42;0;17.73;0;2.84;0;0;1.42;0;0;1060.922;-17.881;334.649;53.816;-0.275;16.019;85.5;48.75;1700;"COCO"
"r255";5.78;0;0;0;0.36;1.81;8.3;0;10.83;0;0;9.03;0;0;0.36;0;0;0;0;42.96;0;2.89;0;10.11;0;7.22;0;0;0.36;0;0;1070.448;-17.805;327.267;52.658;-0.216;16.052;85.67;48.83;1700;"COCO"
"r256";0;0;0;0;0.38;32.2;12.5;0;0.38;0.76;0;29.17;0;0.38;15.53;0.38;0;0;0;0;0;7.58;0;0;0;0.76;0;0;0;0;0;1597.722;-10.268;342.725;45.559;4.804;18.266;76.33;42.3;1700;"HODE"
"r257";0.35;0;0;0;0;32.06;18.12;0;0.35;0;0;48.08;0;0;0;0;0;0;0;0;0;0;0;0;0;1.05;0;0;0;0;0;1582.438;-14.977;370.95;58.993;2.833;19.473;83.08;48.25;400;"HODE"
"r258";0;0;0;0;0.25;28.86;0.51;0;42.53;0.25;0;13.16;0;0.25;0;0;0;0;0;0;0;0;0;8.1;3.04;2.53;0;0;0.51;0;0;1654.096;-13.93;300.373;49.446;3.496;19.858;80.47;50.42;210;"COMX"
"r259";0;0;0;0;0.4;6.85;0.81;0;56.45;0;0;2.02;0;0.81;0;0;0;0;0;0;0;0;0.4;30.24;0;0.4;0;0;1.61;0;0;1496.189;-14.177;373.465;65.364;2.745;18.903;70.4;53.18;239;"COMX"
"r260";0;0;0;0.71;0;11.66;1.06;0;34.98;0;0;4.24;0;0;0;0;0;0;0;0;0;0;0;47;0;0;0;0;0.35;0;0;1749.184;-11.982;321.893;50.391;4.57;20.012;70.22;53.03;435;"COMX"
"r261";0;0;0;0;0.7;7.67;1.39;0;46.69;0;0;1.74;0;2.79;0;0;0;0;0;0;0;0;0;37.63;0;1.39;0;0;0;0;0;1747.06;-12.016;322.913;50.642;4.549;20.004;70.23;53.03;436;"COMX"
"r262";0;0;0;0.52;0.52;33.25;0.26;0;9.42;0;0;6.54;0;1.57;0;0;0;0;0;0;0;0;0;42.15;0;5.5;0;0;0.26;0;0;1623.365;-13.713;322.082;46.855;3.534;19.357;75.4;49.37;871;"COMX"
"r263";0;0;0;0;0;21.14;0.67;0;13.42;0;0;4.36;0;4.7;0;0;0;0;0;0;0;0;0;34.56;0;2.01;0;0;19.13;0;0;1623.669;-13.708;321.964;46.823;3.537;19.358;75.4;49.37;872;"COMX"
"r264";0;0;0;0;0.69;15.81;3.09;0;14.09;0;0;4.12;0;0.69;0;0;0;0;0;0;0;0;0;56.36;1.03;3.44;0;0.34;0.34;0;0;1628.131;-13.666;321.883;46.707;3.568;19.373;75.38;49.37;875;"COMX"
"r265";0;0;0;0;0;13.42;2.39;0;28.53;0;0;4.77;0;2.39;0;0;0;0;0;0;0;0.2;0;12.72;0;33.6;0;0;1.89;0.1;0;1562.7;-12.219;325.397;55.395;3.739;19.111;64.25;53.77;178;"COMX"
"r266";0;0;0;0.44;0;11.76;2.79;0;64.71;0.15;0;8.53;0;0;0;0;0;0;0;0;0;0.15;0;8.97;0;2.35;0;0;0.15;0;0;1596.157;-11.945;320.285;54.028;3.972;19.265;64.27;53.78;190;"COMX"
"r267";0;0;64.88;0;0;1.34;0;10.03;1;0;0;0;0;2.68;0;4.35;0;0;0;5.02;0;0;6.02;0.33;0;4.35;0;0;0;0;0;270.233;-34.698;312.542;99.343;-12.389;10.62;136.27;70.75;0;"TUND"
"r314";0;0;0;7.22;0;0;0;0;1.11;4.44;0;0;0;0;0;51.67;0;0;0;0.56;0;0;33.89;0;0;1.11;0;0;0;0;0;338.709;-31.955;400.137;100.008;-10.307;11.369;151.33;60.17;500;"COCO"
"r315";0;0;0;4.08;0;0;0.51;0;4.08;0;0;0;0;0;0;7.14;0;0;0;33.67;0;0;50;0.51;0;0;0;0;0;0;0;582.03;-29.14;571.962;99.5;-7.711;13.419;150.75;59.5;150;"COCO"
"r316";0;0;0;7.24;0;0;0;0;7.24;0;0;0;0;0.66;0;9.87;0;0;0;0;0;0;73.68;0;0;1.32;0;0;0;0;0;387.143;-31.563;384.121;99.264;-10.025;11.61;147.5;62.67;500;"COMX"
"r317";0;0;0;4.15;0;0.3;0;0;2.08;0;0;0;0;0.3;0;25.22;0;0;0;0;0;0;67.66;0;0;0.3;0;0;0;0;0;263.608;-31.693;474.488;100.112;-10.824;10.219;151.33;60.17;1060;"COMX"
"r318";0;0;0;5;0;0;1.25;0;0;0;0;0;0;0;0;0;0;0;0;1.25;0;0;92.5;0;0;0;0;0;0;0;0;98.39;-34.528;302.287;100.038;-12.924;9.047;151.33;60.17;1000;"COCO"
"r319";0;0;0;16.9;0;2.28;0;0;8.68;0;0;0;0;3.2;0;2.28;0;0;0;8.22;0;0;52.51;0;0;5.94;0;0;0;0;0;328.287;-33.543;347.999;99.469;-11.296;11.24;151;65.5;100;"COCO"
"r320";0;0;0;6.19;0;0;0;0;4.12;1.03;0;0;0;4.12;0;10.31;0;0;0;14.43;0;0;47.42;0;0;9.28;0;0;3.09;0;0;351.867;-32.397;285.135;94.465;-10.56;11.362;141.67;64.7;500;"COCO"
"r321";0;0;0;4.24;0;0;0.61;0;4.85;2.42;0;0.61;0;2.42;0;14.55;0;0;0;0;0;0;61.21;0;0;7.88;0;0;1.21;0;0;397.562;-31.985;293.193;93.704;-10.134;11.752;141.67;64.67;400;"COMX"
"r322";0;0;0;17.14;0;0;0;0;9.52;0.95;0;0;0;3.81;0;5.71;0;0;0.95;0;0;0;53.33;0.95;0;7.62;0;0;0;0;0;397.562;-31.985;293.193;93.704;-10.134;11.752;141.67;64.67;400;"COMX"
"r323";0;0;0;8.15;0;0;0;0;8.89;0;0;0;0;0;0;0;0;0;0;4.44;0;0;78.52;0;0;0;0;0;0;0;0;541.291;-29.627;539.917;99.601;-8.145;13.092;150.75;59.5;200;"COCO"
"r324";0;0;0;26.4;0;0;0;0;21.2;0;0;0;0;0.8;0;2.8;0;0;0;2;0;0;42.8;0;0;4;0;0;0;0;0;475.043;-30.409;480.457;99.682;-8.872;12.527;150.17;60;300;"COCO"
"r325";0;0;0;14.86;0;0;0;0;18.92;0.68;0;0;0;6.76;0;11.49;0;0;0;0;0;0;43.92;2.03;0;0;0;0;1.35;0;0;331.943;-32.169;358.042;99.517;-10.614;11.114;147.5;62.67;600;"COMX"
"r326";0;0;0;20.83;0;0;0;0;14.58;0;0;0;0;4.17;0;22.92;0;0;0;6.25;0;0;25;0;0;2.08;0;0;4.17;0;0;475.043;-30.409;480.457;99.682;-8.872;12.527;150.17;60;300;"COCO"
"r327";0;0;0;3.7;0;0;0;0;11.11;0;0;0;0;48.89;0;22.22;0;0;0;5.93;0;0;5.19;0;0;2.96;0;0;0;0;0;259.808;-34.768;276.611;93.088;-12.458;10.377;161.33;69;50;"COCO"
"r328";0;0;0;16.3;0;0;0;0;18.52;0;0;0;0;31.85;0;15.56;0;0;0;5.19;0;0;5.93;0;0;6.67;0;0;0;0;0;328.287;-33.543;347.999;99.469;-11.296;11.24;151;65.5;100;"COCO"
"r329";0;0;0;7.05;0;12.18;0;0;8.33;0;0;1.28;0;1.92;0;2.56;0;0;0;15.38;0;0;44.87;0;0;5.13;0;0;1.28;0;0;350.092;-32.425;284.439;94.433;-10.582;11.347;141.75;64.75;500;"COCO"
"r330";0;0;0;0;0;3.92;0;0;1.96;3.27;0;0;0;1.31;0;0.65;0;0;0;0.65;0;0;83.66;0;0;3.27;0;0;1.31;0;0;339.125;-33.445;208.074;77.655;-11.235;11.328;135;67.75;150;"COCO"
"r331";0;0;0;0.94;0;0.94;0;0;2.83;0.94;0;0;0;0;0;1.89;0;0;0;6.6;0;0;84.91;0;0;0.94;0;0;0;0;0;387.143;-31.563;384.121;99.264;-10.025;11.61;147.5;62.67;500;"COCO"
"r332";0;0;0;0.51;0;0;0.26;0;14.65;0;0;0;0;0;0;5.14;0;0;0;0.26;0;0;77.89;0;0;1.29;0;0;0;0;0;447.016;-30.891;416.905;98.958;-9.389;12.13;147.5;62.67;400;"COCO"
"r333";0;0;0;10.48;0;0;0;0;43.81;2.86;0;0.95;0;3.81;0;30.48;0;0;0;0;0;0;5.71;0;0;1.9;0;0;0;0;0;174.296;-36.235;355.842;95.974;-13.877;9.286;173;69.5;70;"COMX"
"r334";0;0;0;6.62;0;0;0.74;0;5.88;2.21;0;0;0;4.41;0;54.41;0;0;0;0;0;0;24.26;0;0;0.74;0;0;0.74;0;0;174.296;-36.235;355.842;95.974;-13.877;9.286;173;69.5;70;"COMX"
"r335";0;0;0;3.03;0;0;0;0;3.03;0;0;0;0;3.03;0;78.79;0;0;0;0;0;0;10.61;0;0;1.52;0;0;0;0;0;179.103;-36.185;356.653;94.824;-13.816;9.35;173.33;69.75;50;"COMX"
"r336";0;0;0;6;0;0;0;0;6;0;0;0;0;8;0;60;0;0;0;0;0;0;12;0;0;8;0;0;0;0;0;179.103;-36.185;356.653;94.824;-13.816;9.35;173.33;69.75;50;"COMX"
"r337";0;0;0;0;0;0;60.53;0;0;1.32;0;0;0;2.63;0;32.89;0;0;0;0;0;0;0;0;0;2.63;0;0;0;0;0;172.827;-35.732;361.144;96.289;-13.64;9.276;180;66;100;"WAST"
"r338";0;0;0;0;0;0;62.96;0;0;0;0;0;0;7.41;0;7.41;0;0;0;0;0;0;14.81;0;0;7.41;0;0;0;0;0;172.827;-35.732;361.144;96.289;-13.64;9.276;180;66;100;"COST"
"r339";0;0;8.42;0;0.5;0.99;0.5;5.45;4.46;0;0;0;0;1.49;0;2.97;0;0;0;0;0;41.58;0;30.69;0;0.99;0;0;1.98;0;0;619.949;-28.667;313.488;94.676;-7.236;13.964;118.5;63.5;150;"COMX"
"r340";0;0;4.28;0.53;0.27;4.81;0;3.48;0;0;0;1.6;0;1.34;0;0.27;0;0;0;0;0;15.24;0.8;47.06;0;9.36;0;0;10.96;0;0;636.889;-28.483;255.311;73.494;-7.046;14.08;117.5;62.25;150;"COMX"
"r341";0;0;0.53;0;0;7.37;0;2.11;0;0;0;0.53;0;3.16;0;0.53;0;0;0;0;0;27.89;0;55.79;0;2.11;0;0;0;0;0;636.889;-28.483;255.311;73.494;-7.046;14.08;117.5;62.25;150;"COMX"
"r342";0;0;0;0;0;0.65;0;0;34.74;0;0;0.32;0;0;0;10.06;0;0;0;12.01;0;2.6;0;37.34;0;2.27;0;0;0;0;0;608.549;-28.914;381.662;93.536;-7.415;13.781;128.75;63.5;250;"COCO"
"r343";0;0;1.6;0;0;2.56;3.21;0;11.22;0.32;0;0.32;0;4.81;0;0;0;0;0;13.46;0;3.53;0;52.88;0;4.49;0;0;1.6;0;0;579.884;-29.192;270.637;77.345;-7.565;13.708;129.5;62.25;250;"COCO"
"r344";0;0;39.95;3.66;0.26;1.31;0;0;27.42;0;0;0;0;2.09;0;5.22;0;0;0;1.83;0;0;6.27;7.31;0;2.87;0;0;1.83;0;0;579.884;-29.192;270.637;77.345;-7.565;13.708;129.5;62.25;250;"COCO"
"r345";0;0;0;0;0.3;0.9;1.2;0;69.67;0;0;0;0;0.6;0;0.9;0;0;0;9.61;0;0.9;0;14.71;0;1.2;0;0;0;0;0;614.719;-28.82;376.507;92.403;-7.334;13.833;128.75;63.3;250;"COCO"
"r346";0;0;0;0;0;0.66;0.82;0;1.97;0;0;0;0;0;0;1.31;0;0;0;0;0;0;0;94.43;0;0.82;0;0;0;0;0;582.529;-29.299;255.266;75.133;-7.61;13.739;129.33;62;200;"TEDE"
"r347";0;0;0;1.2;0;0.6;0;0;1.8;0;0;0.6;0;0;0;0;0;0;0;1.2;0;0;0;92.81;0;1.8;0;0;0;0;0;582.529;-29.299;255.266;75.133;-7.61;13.739;129.33;62;200;"COCO"
"r348";0;0;0;0;0;14.22;0.43;0;1.72;0;0;0.22;0;0;0;0;0;0;0;0;0;0;0;78.23;0;5.17;0;0;0;0;0;582.529;-29.299;255.266;75.133;-7.61;13.739;129.33;62;200;"TEDE"
"r349";0;0;0;0;0.26;1.05;6.54;0;31.41;0;0;0.52;0;0;0;0;0;0;0;6.28;0;3.14;0;37.7;0;13.09;0;0;0;0;0;608.549;-28.914;381.662;93.536;-7.415;13.781;128.75;63.5;250;"COCO"
"r350";0;0;0;0;0;1.23;0.25;0;95.58;0;0;2.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0.25;0;0;0;0;0;591.631;-29.053;290.008;79.597;-7.466;13.767;129.5;62.42;250;"COMX"
"r351";0;0;0;0;0;0;0.25;0;2.21;0.98;0;0;0;2.21;0;0.98;0;0;0;0;0;8.82;0;62.5;0;21.32;0;0;0.74;0;0;582.529;-29.299;255.266;75.133;-7.61;13.739;129.33;62;200;"COMX"
"r352";0.54;0;1.91;3.54;0;3.81;6.81;8.17;11.44;0.54;0;0;0;3.81;0;0.54;0;0;0;0;0;2.72;0;27.79;0;26.7;0;0;1.63;0;0;582.529;-29.299;255.266;75.133;-7.61;13.739;129.33;62;200;"COMX"
"r353";0;0;1.16;0;0;26.9;19.31;0.17;2.81;0;0;0.66;0;2.97;0;0;0;0;0;21.78;0;1.32;0.99;20.3;0;1.65;0;0;0;0;0;653.104;-28.463;357.395;87.619;-7.021;14.059;132.17;62;200;"COCO"
"r354";0;0;0.16;0;0;25.37;0.33;32.62;12.19;0;0;0.16;0;4.78;0;0;0;0;0;7.25;0;0.66;0.99;11.53;0;3.95;0;0;0;0;0;653.104;-28.463;357.395;87.619;-7.021;14.059;132.17;62;200;"COCO"
"r355";0;0;0.3;0;0;47.26;0.61;33.84;0.61;0;0;0;0;0.91;0;0;0;0;0;6.1;0;0;1.83;6.4;0;1.83;0;0;0.3;0;0;653.104;-28.463;357.395;87.619;-7.021;14.059;132.17;62;200;"COST"
"r356";0;0;0.44;0.11;0.11;28.51;14.59;9.06;1.88;0;0;0.22;0;6.63;0;0;0;0;0;8.73;0;1.55;4.86;17.68;0;5.64;0;0;0;0;0;653.104;-28.463;357.395;87.619;-7.021;14.059;132.17;62;200;"COCO"
"r357";0;0;0.9;0;0;16.79;2.53;43.14;4.87;0;0;0;0;4.87;0;0;0;0;0;8.48;0;1.26;3.61;12.82;0;0.72;0;0;0;0;0;653.104;-28.463;357.395;87.619;-7.021;14.059;132.17;62;200;"COCO"
"r358";0;0;0.59;0.2;0;41.85;0.98;0.2;1.18;0;0;0.2;0;0.2;0;0;0;0;0;12.77;0;3.93;11.79;21.81;0;4.32;0;0;0;0;0;704.624;-27.951;393.089;90.492;-6.602;14.348;133.5;62.25;150;"COCO"
"r359";0;0;0;0.15;0;1.95;16.17;20.96;1.05;0;0;0;0;8.38;0;0;0;0;0;10.93;0;2.25;7.34;27.25;0;3.59;0;0;0;0;0;704.624;-27.951;393.089;90.492;-6.602;14.348;133.5;62.25;150;"COCO"
"r360";0;0;2.92;0;0;2.12;2.12;5.04;4.77;0.8;0;10.61;0;11.41;0;0;0;0;0;20.42;0;1.86;0;22.02;1.33;14.59;0;0;0;0;0;591.639;-29.271;379.64;94.058;-7.67;13.668;129;63.33;200;"COCO"
"r361";0;0;0.96;0;0;2.87;15.79;5.74;1.91;0;0;66.51;0;0;0;0;0;0;0;3.35;0;0.48;0;1.91;0;0.48;0;0;0;0;0;591.639;-29.271;379.64;94.058;-7.67;13.668;129;63.33;200;"HODE"
"r362";0;0;13.43;0;0;3.53;0;16.61;5.65;0.35;0;0.35;0;2.47;0;3.89;0;0;0;14.49;0;2.47;0.35;30.04;0;5.3;0;0;1.06;0;0;591.639;-29.271;379.64;94.058;-7.67;13.668;129;63.33;200;"COCO"
"r363";0;0;10.63;0.82;0;2.25;0.61;14.72;10.22;0;0;0;0;1.64;0;4.91;0;0;0;31.49;0;1.84;0.2;18.4;0;1.23;0;0;1.02;0;0;591.639;-29.271;379.64;94.058;-7.67;13.668;129;63.33;200;"COCO"
"r364";0;0;3.87;0.46;0;0.68;1.37;6.38;1.59;0;0;0.23;0;7.74;0;0.46;0;0;0;16.63;0;2.51;0.46;23.69;0;33.26;0;0;0.68;0;0;591.639;-29.271;379.64;94.058;-7.67;13.668;129;63.33;200;"COCO"
"r365";0;0;2.47;0;0;1.03;0.21;0.62;15.02;0;0;0;0;1.03;0;11.73;0;0;0;36.01;0;2.06;1.65;26.75;0;1.03;0;0;0.41;0;0;620.837;-29.017;376.348;92.535;-7.476;13.816;127.5;63;150;"COCO"
"r366";0;0;0.9;0;0;1.08;0;0;21.94;0;0;0;0;0.54;0;17.09;0;0;0;37.77;0;1.8;0.36;15.65;0;1.98;0;0;0.9;0;0;620.837;-29.017;376.348;92.535;-7.476;13.816;127.5;63;150;"COCO"
